week,gameId,possessionTeam,playType,offenseFormation,personnelO,defendersInTheBox,numberOfPassRushers,personnelD,typeDropback,passResult,offensePlayResult,homeTeam,guestTeam,matches
1,2018090600,ATL,play_type_pass,PISTOL,"2 RB, 0 TE, 3 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]"
1,2018090600,ATL,play_type_sack,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,5.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,S,-9,PHI,ATL,"[PHI , ATL]"
1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]"
1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,4,PHI,ATL,"[PHI , ATL]"
1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,7,PHI,ATL,"[PHI , ATL]"
1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]"
1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]"
1,2018090600,ATL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,13,PHI,ATL,"[PHI , ATL]"
1,2018090600,ATL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]"
1,2018090600,ATL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,C,7,PHI,ATL,"[PHI , ATL]"
1,2018090600,ATL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]"
1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]"
1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]"
1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,4,PHI,ATL,"[PHI , ATL]"
1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,3.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,8,PHI,ATL,"[PHI , ATL]"
1,2018090600,PHI,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",8.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]"
1,2018090600,PHI,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",6.0,5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,0,PHI,ATL,"[PHI , ATL]"
1,2018090600,ATL,play_type_pass,SINGLEBACK,"1 RB, 3 TE, 1 WR",8.0,5.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,4,PHI,ATL,"[PHI , ATL]"
1,2018090600,ATL,play_type_pass,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,3.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]"
1,2018090600,ATL,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]"
1,2018090600,ATL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",2.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,C,6,PHI,ATL,"[PHI , ATL]"
1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,5.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,4,PHI,ATL,"[PHI , ATL]"
1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,5,PHI,ATL,"[PHI , ATL]"
1,2018090600,PHI,play_type_pass,EMPTY,"1 RB, 2 TE, 2 WR",5.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]"
1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,4.0,"3 DL, 3 LB, 5 DB",DESIGNED_ROLLOUT_RIGHT,C,15,PHI,ATL,"[PHI , ATL]"
1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]"
1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,18,PHI,ATL,"[PHI , ATL]"
1,2018090600,ATL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,15,PHI,ATL,"[PHI , ATL]"
1,2018090600,ATL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,5.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]"
1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]"
1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"3 DL, 3 LB, 5 DB",SCRAMBLE,I,0,PHI,ATL,"[PHI , ATL]"
1,2018090600,ATL,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]"
1,2018090600,ATL,play_type_pass,SHOTGUN,"2 RB, 1 TE, 2 WR",6.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]"
1,2018090600,ATL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,6.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]"
1,2018090600,ATL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,5,PHI,ATL,"[PHI , ATL]"
1,2018090600,ATL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,7.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,IN,0,PHI,ATL,"[PHI , ATL]"
1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,IN,0,PHI,ATL,"[PHI , ATL]"
1,2018090600,ATL,play_type_pass,I_FORM,"1 RB, 2 TE, 2 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,18,PHI,ATL,"[PHI , ATL]"
1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]"
1,2018090600,ATL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,-5,PHI,ATL,"[PHI , ATL]"
1,2018090600,ATL,play_type_sack,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,S,-3,PHI,ATL,"[PHI , ATL]"
1,2018090600,ATL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",3.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,C,14,PHI,ATL,"[PHI , ATL]"
1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,3.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,2,PHI,ATL,"[PHI , ATL]"
1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]"
1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,3.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,9,PHI,ATL,"[PHI , ATL]"
1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,6,PHI,ATL,"[PHI , ATL]"
1,2018090600,ATL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,C,6,PHI,ATL,"[PHI , ATL]"
1,2018090600,ATL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,C,36,PHI,ATL,"[PHI , ATL]"
1,2018090600,ATL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]"
1,2018090600,ATL,play_type_sack,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,5.0,"4 DL, 1 LB, 6 DB",SCRAMBLE_ROLLOUT_LEFT,S,-7,PHI,ATL,"[PHI , ATL]"
1,2018090600,ATL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,C,18,PHI,ATL,"[PHI , ATL]"
1,2018090600,ATL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,C,9,PHI,ATL,"[PHI , ATL]"
1,2018090600,ATL,play_type_sack,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,5.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,S,-7,PHI,ATL,"[PHI , ATL]"
1,2018090600,ATL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,5.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,C,10,PHI,ATL,"[PHI , ATL]"
1,2018090600,ATL,play_type_pass,PISTOL,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 1 LB, 6 DB",SCRAMBLE_ROLLOUT_RIGHT,I,0,PHI,ATL,"[PHI , ATL]"
1,2018090600,ATL,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]"
1,2018090600,ATL,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]"
1,2018090600,ATL,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",7.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]"
1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,5,CLE,PIT,"[CLE , PIT]"
1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,6.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]"
1,2018090901,CLE,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,4.0,"3 DL, 4 LB, 4 DB",TRADITIONAL,C,1,CLE,PIT,"[CLE , PIT]"
1,2018090901,CLE,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,5.0,"3 DL, 4 LB, 4 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]"
1,2018090901,CLE,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,3.0,"2 DL, 3 LB, 6 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]"
1,2018090901,PIT,play_type_pass,SINGLEBACK,"2 RB, 2 TE, 1 WR",9.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,12,CLE,PIT,"[CLE , PIT]"
1,2018090901,PIT,play_type_pass,SHOTGUN,"0 RB, 1 TE, 4 WR",5.0,3.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]"
1,2018090901,PIT,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,0,CLE,PIT,"[CLE , PIT]"
1,2018090901,CLE,play_type_sack,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,4.0,"3 DL, 4 LB, 4 DB",SCRAMBLE,S,-5,CLE,PIT,"[CLE , PIT]"
1,2018090901,CLE,play_type_pass,SHOTGUN,"2 RB, 1 TE, 2 WR",7.0,4.0,"3 DL, 4 LB, 4 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]"
1,2018090901,CLE,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,5.0,"2 DL, 3 LB, 6 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]"
1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,6.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]"
1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]"
1,2018090901,PIT,play_type_pass,EMPTY,"0 RB, 1 TE, 4 WR",6.0,5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,27,CLE,PIT,"[CLE , PIT]"
1,2018090901,PIT,play_type_pass,EMPTY,"0 RB, 1 TE, 4 WR",4.0,3.0,"3 DL, 3 LB, 5 DB",SCRAMBLE_ROLLOUT_RIGHT,IN,0,CLE,PIT,"[CLE , PIT]"
1,2018090901,CLE,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,3,CLE,PIT,"[CLE , PIT]"
1,2018090901,CLE,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 3 LB, 6 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]"
1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 3 LB, 4 DB",SCRAMBLE,C,37,CLE,PIT,"[CLE , PIT]"
1,2018090901,PIT,play_type_sack,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,S,-4,CLE,PIT,"[CLE , PIT]"
1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,13,CLE,PIT,"[CLE , PIT]"
1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,2.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,3,CLE,PIT,"[CLE , PIT]"
1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,3.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]"
1,2018090901,CLE,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,33,CLE,PIT,"[CLE , PIT]"
1,2018090901,CLE,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",SCRAMBLE_ROLLOUT_RIGHT,I,0,CLE,PIT,"[CLE , PIT]"
1,2018090901,CLE,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,5.0,"2 DL, 3 LB, 6 DB",TRADITIONAL,C,1,CLE,PIT,"[CLE , PIT]"
1,2018090901,PIT,play_type_pass,I_FORM,"2 RB, 2 TE, 1 WR",8.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,IN,0,CLE,PIT,"[CLE , PIT]"
1,2018090901,CLE,play_type_pass,SINGLEBACK,"1 RB, 1 TE, 3 WR",5.0,4.0,"2 DL, 4 LB, 5 DB",SCRAMBLE,C,12,CLE,PIT,"[CLE , PIT]"
1,2018090901,CLE,play_type_sack,SINGLEBACK,"1 RB, 2 TE, 2 WR",6.0,5.0,"3 DL, 4 LB, 4 DB",TRADITIONAL,S,-7,CLE,PIT,"[CLE , PIT]"
1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,11,CLE,PIT,"[CLE , PIT]"
1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,3.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,15,CLE,PIT,"[CLE , PIT]"
1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,8,CLE,PIT,"[CLE , PIT]"
1,2018090901,PIT,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",4.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]"
1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,IN,0,CLE,PIT,"[CLE , PIT]"
1,2018090901,CLE,play_type_sack,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 3 LB, 6 DB",TRADITIONAL,S,-8,CLE,PIT,"[CLE , PIT]"
1,2018090901,CLE,play_type_sack,SINGLEBACK,"1 RB, 2 TE, 2 WR",6.0,7.0,"3 DL, 4 LB, 4 DB",TRADITIONAL,S,-10,CLE,PIT,"[CLE , PIT]"
1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,67,CLE,PIT,"[CLE , PIT]"
1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,22,CLE,PIT,"[CLE , PIT]"
1,2018090901,CLE,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,4.0,"3 DL, 4 LB, 4 DB",SCRAMBLE_ROLLOUT_RIGHT,C,8,CLE,PIT,"[CLE , PIT]"
1,2018090901,CLE,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,4.0,"3 DL, 4 LB, 4 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]"
1,2018090901,CLE,play_type_sack,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"2 DL, 3 LB, 6 DB",SCRAMBLE,S,-5,CLE,PIT,"[CLE , PIT]"
1,2018090901,CLE,play_type_pass,EMPTY,"1 RB, 2 TE, 2 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]"
1,2018090901,CLE,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"2 DL, 3 LB, 6 DB",TRADITIONAL,C,39,CLE,PIT,"[CLE , PIT]"
1,2018090901,CLE,play_type_pass,WILDCAT,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]"
1,2018090901,CLE,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,3.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]"
1,2018090901,CLE,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,5.0,"2 DL, 3 LB, 6 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]"
1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,6.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,6,CLE,PIT,"[CLE , PIT]"
1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,19,CLE,PIT,"[CLE , PIT]"
1,2018090901,PIT,play_type_pass,SHOTGUN,"0 RB, 1 TE, 4 WR",5.0,3.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]"
