,week,gameId,possessionTeam,playType,offenseFormation,personnelO,defendersInTheBox,numberOfPassRushers,personnelD,typeDropback,passResult,offensePlayResult,homeTeam,guestTeam,matches,quarter,down
10,1,2018090600,ATL,play_type_pass,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]",1,2
11,1,2018090600,ATL,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]",1,3
12,1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,3.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,6,PHI,ATL,"[PHI , ATL]",1,2
13,1,2018090600,PHI,play_type_sack,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,S,-7,PHI,ATL,"[PHI , ATL]",1,1
14,1,2018090600,PHI,play_type_sack,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,3.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,S,-6,PHI,ATL,"[PHI , ATL]",1,3
15,1,2018090600,ATL,play_type_pass,I_FORM,"2 RB, 1 TE, 2 WR",8.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]",1,1
16,1,2018090600,ATL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,C,-7,PHI,ATL,"[PHI , ATL]",2,3
17,1,2018090600,PHI,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,4.0,"4 DL, 3 LB, 4 DB",SCRAMBLE_ROLLOUT_RIGHT,C,1,PHI,ATL,"[PHI , ATL]",2,1
18,1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,10,PHI,ATL,"[PHI , ATL]",2,3
19,1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,6,PHI,ATL,"[PHI , ATL]",2,1
20,1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"3 DL, 3 LB, 5 DB",DESIGNED_ROLLOUT_RIGHT,C,10,PHI,ATL,"[PHI , ATL]",2,2
21,1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,3,PHI,ATL,"[PHI , ATL]",2,2
22,1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]",2,1
23,1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,10,PHI,ATL,"[PHI , ATL]",2,3
24,1,2018090600,ATL,play_type_pass,SINGLEBACK,"1 RB, 3 TE, 1 WR",7.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,22,PHI,ATL,"[PHI , ATL]",2,2
25,1,2018090600,ATL,play_type_pass,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,8,PHI,ATL,"[PHI , ATL]",2,2
26,1,2018090600,ATL,play_type_pass,PISTOL,"2 RB, 0 TE, 3 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]",2,2
27,1,2018090600,ATL,play_type_sack,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,5.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,S,-9,PHI,ATL,"[PHI , ATL]",2,3
28,1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]",2,1
29,1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,4,PHI,ATL,"[PHI , ATL]",2,2
30,1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,7,PHI,ATL,"[PHI , ATL]",2,1
31,1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]",2,2
32,1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]",2,3
33,1,2018090600,ATL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,13,PHI,ATL,"[PHI , ATL]",2,1
34,1,2018090600,ATL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]",2,1
35,1,2018090600,ATL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,C,7,PHI,ATL,"[PHI , ATL]",2,2
36,1,2018090600,ATL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]",2,3
37,1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]",2,1
38,1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]",2,2
39,1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,4,PHI,ATL,"[PHI , ATL]",2,3
40,1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,3.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,8,PHI,ATL,"[PHI , ATL]",3,1
41,1,2018090600,PHI,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",8.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]",3,2
42,1,2018090600,PHI,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",6.0,5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,0,PHI,ATL,"[PHI , ATL]",3,3
43,1,2018090600,ATL,play_type_pass,SINGLEBACK,"1 RB, 3 TE, 1 WR",8.0,5.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,4,PHI,ATL,"[PHI , ATL]",3,2
44,1,2018090600,ATL,play_type_pass,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,3.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]",3,1
45,1,2018090600,ATL,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]",3,2
46,1,2018090600,ATL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",2.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,C,6,PHI,ATL,"[PHI , ATL]",3,3
47,1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,5.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,4,PHI,ATL,"[PHI , ATL]",3,1
48,1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,5,PHI,ATL,"[PHI , ATL]",3,2
49,1,2018090600,PHI,play_type_pass,EMPTY,"1 RB, 2 TE, 2 WR",5.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]",3,1
50,1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,4.0,"3 DL, 3 LB, 5 DB",DESIGNED_ROLLOUT_RIGHT,C,15,PHI,ATL,"[PHI , ATL]",3,3
51,1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]",3,1
52,1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,18,PHI,ATL,"[PHI , ATL]",3,3
53,1,2018090600,ATL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,15,PHI,ATL,"[PHI , ATL]",3,2
54,1,2018090600,ATL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,5.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]",3,3
55,1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]",3,2
56,1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"3 DL, 3 LB, 5 DB",SCRAMBLE,I,0,PHI,ATL,"[PHI , ATL]",3,3
57,1,2018090600,ATL,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]",3,2
58,1,2018090600,ATL,play_type_pass,SHOTGUN,"2 RB, 1 TE, 2 WR",6.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]",3,3
59,1,2018090600,ATL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,6.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]",3,1
60,1,2018090600,ATL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,5,PHI,ATL,"[PHI , ATL]",3,2
61,1,2018090600,ATL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,7.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,IN,0,PHI,ATL,"[PHI , ATL]",4,3
62,1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,IN,0,PHI,ATL,"[PHI , ATL]",4,1
63,1,2018090600,ATL,play_type_pass,I_FORM,"1 RB, 2 TE, 2 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,18,PHI,ATL,"[PHI , ATL]",4,1
64,1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]",4,3
65,1,2018090600,ATL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,-5,PHI,ATL,"[PHI , ATL]",4,1
66,1,2018090600,ATL,play_type_sack,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,S,-3,PHI,ATL,"[PHI , ATL]",4,2
67,1,2018090600,ATL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",3.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,C,14,PHI,ATL,"[PHI , ATL]",4,3
68,1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,3.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,2,PHI,ATL,"[PHI , ATL]",4,1
69,1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]",4,2
70,1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,3.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,9,PHI,ATL,"[PHI , ATL]",4,3
71,1,2018090600,PHI,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,6,PHI,ATL,"[PHI , ATL]",4,1
72,1,2018090600,ATL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,C,6,PHI,ATL,"[PHI , ATL]",4,1
73,1,2018090600,ATL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,C,36,PHI,ATL,"[PHI , ATL]",4,2
74,1,2018090600,ATL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]",4,1
75,1,2018090600,ATL,play_type_sack,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,5.0,"4 DL, 1 LB, 6 DB",SCRAMBLE_ROLLOUT_LEFT,S,-7,PHI,ATL,"[PHI , ATL]",4,2
76,1,2018090600,ATL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,C,18,PHI,ATL,"[PHI , ATL]",4,3
77,1,2018090600,ATL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,C,9,PHI,ATL,"[PHI , ATL]",4,1
78,1,2018090600,ATL,play_type_sack,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,5.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,S,-7,PHI,ATL,"[PHI , ATL]",4,2
79,1,2018090600,ATL,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,5.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,C,10,PHI,ATL,"[PHI , ATL]",4,3
80,1,2018090600,ATL,play_type_pass,PISTOL,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 1 LB, 6 DB",SCRAMBLE_ROLLOUT_RIGHT,I,0,PHI,ATL,"[PHI , ATL]",4,1
81,1,2018090600,ATL,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]",4,2
82,1,2018090600,ATL,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]",4,3
83,1,2018090600,ATL,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",7.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,I,0,PHI,ATL,"[PHI , ATL]",4,1
84,1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,5,CLE,PIT,"[CLE , PIT]",1,2
85,1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,6.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]",1,3
86,1,2018090901,CLE,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,4.0,"3 DL, 4 LB, 4 DB",TRADITIONAL,C,1,CLE,PIT,"[CLE , PIT]",1,2
87,1,2018090901,CLE,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,5.0,"3 DL, 4 LB, 4 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]",1,1
88,1,2018090901,CLE,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,3.0,"2 DL, 3 LB, 6 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]",1,3
89,1,2018090901,PIT,play_type_pass,SINGLEBACK,"2 RB, 2 TE, 1 WR",9.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,C,12,CLE,PIT,"[CLE , PIT]",1,1
90,1,2018090901,PIT,play_type_pass,SHOTGUN,"0 RB, 1 TE, 4 WR",5.0,3.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]",1,2
91,1,2018090901,PIT,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,0,CLE,PIT,"[CLE , PIT]",1,3
92,1,2018090901,CLE,play_type_sack,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,4.0,"3 DL, 4 LB, 4 DB",SCRAMBLE,S,-5,CLE,PIT,"[CLE , PIT]",1,1
93,1,2018090901,CLE,play_type_pass,SHOTGUN,"2 RB, 1 TE, 2 WR",7.0,4.0,"3 DL, 4 LB, 4 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]",1,1
94,1,2018090901,CLE,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,5.0,"2 DL, 3 LB, 6 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]",1,3
95,1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,6.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]",1,1
96,1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]",1,2
97,1,2018090901,PIT,play_type_pass,EMPTY,"0 RB, 1 TE, 4 WR",6.0,5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,27,CLE,PIT,"[CLE , PIT]",1,3
98,1,2018090901,PIT,play_type_pass,EMPTY,"0 RB, 1 TE, 4 WR",4.0,3.0,"3 DL, 3 LB, 5 DB",SCRAMBLE_ROLLOUT_RIGHT,IN,0,CLE,PIT,"[CLE , PIT]",1,1
99,1,2018090901,CLE,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,3,CLE,PIT,"[CLE , PIT]",1,2
100,1,2018090901,CLE,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 3 LB, 6 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]",1,3
101,1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 3 LB, 4 DB",SCRAMBLE,C,37,CLE,PIT,"[CLE , PIT]",1,3
102,1,2018090901,PIT,play_type_sack,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,S,-4,CLE,PIT,"[CLE , PIT]",2,1
103,1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,13,CLE,PIT,"[CLE , PIT]",2,1
104,1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,2.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,3,CLE,PIT,"[CLE , PIT]",2,1
105,1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,3.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]",2,2
106,1,2018090901,CLE,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,C,33,CLE,PIT,"[CLE , PIT]",2,2
107,1,2018090901,CLE,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",SCRAMBLE_ROLLOUT_RIGHT,I,0,CLE,PIT,"[CLE , PIT]",2,1
108,1,2018090901,CLE,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,5.0,"2 DL, 3 LB, 6 DB",TRADITIONAL,C,1,CLE,PIT,"[CLE , PIT]",2,3
109,1,2018090901,PIT,play_type_pass,I_FORM,"2 RB, 2 TE, 1 WR",8.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,IN,0,CLE,PIT,"[CLE , PIT]",2,1
110,1,2018090901,CLE,play_type_pass,SINGLEBACK,"1 RB, 1 TE, 3 WR",5.0,4.0,"2 DL, 4 LB, 5 DB",SCRAMBLE,C,12,CLE,PIT,"[CLE , PIT]",2,2
111,1,2018090901,CLE,play_type_sack,SINGLEBACK,"1 RB, 2 TE, 2 WR",6.0,5.0,"3 DL, 4 LB, 4 DB",TRADITIONAL,S,-7,CLE,PIT,"[CLE , PIT]",2,2
112,1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,11,CLE,PIT,"[CLE , PIT]",2,1
113,1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,3.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,15,CLE,PIT,"[CLE , PIT]",2,1
114,1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,C,8,CLE,PIT,"[CLE , PIT]",2,2
115,1,2018090901,PIT,play_type_pass,EMPTY,"1 RB, 1 TE, 3 WR",4.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]",2,1
116,1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,IN,0,CLE,PIT,"[CLE , PIT]",2,2
117,1,2018090901,CLE,play_type_sack,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"2 DL, 3 LB, 6 DB",TRADITIONAL,S,-8,CLE,PIT,"[CLE , PIT]",2,2
118,1,2018090901,CLE,play_type_sack,SINGLEBACK,"1 RB, 2 TE, 2 WR",6.0,7.0,"3 DL, 4 LB, 4 DB",TRADITIONAL,S,-10,CLE,PIT,"[CLE , PIT]",3,1
119,1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,67,CLE,PIT,"[CLE , PIT]",3,1
120,1,2018090901,PIT,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,C,22,CLE,PIT,"[CLE , PIT]",3,2
121,1,2018090901,CLE,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,4.0,"3 DL, 4 LB, 4 DB",SCRAMBLE_ROLLOUT_RIGHT,C,8,CLE,PIT,"[CLE , PIT]",3,1
122,1,2018090901,CLE,play_type_pass,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,4.0,"3 DL, 4 LB, 4 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]",3,1
123,1,2018090901,CLE,play_type_sack,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"2 DL, 3 LB, 6 DB",SCRAMBLE,S,-5,CLE,PIT,"[CLE , PIT]",3,3
124,1,2018090901,CLE,play_type_pass,EMPTY,"1 RB, 2 TE, 2 WR",6.0,4.0,"2 DL, 4 LB, 5 DB",TRADITIONAL,I,0,CLE,PIT,"[CLE , PIT]",3,1
125,1,2018090901,CLE,play_type_pass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"2 DL, 3 LB, 6 DB",TRADITIONAL,C,39,CLE,PIT,"[CLE , PIT]",3,3
